candidate,compaction,query_engine,round,phase,status,duration_s,rows,error
iceberg-v3-cow,every_round,writer-spark,0,load,ok,5.941470877995016,100000,
iceberg-v3-cow,every_round,writer-spark,1,load,ok,6.398209670005599,180000,
iceberg-v3-cow,every_round,writer-spark,1,compact,ok,1.7716707090148702,0,
iceberg-v3-cow,every_round,writer-spark,1,maintain,ok,2.569460917991819,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,1,freshness,ok,0.12419345902162604,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,1,query,ok,0.041307103500002995,180000,
iceberg-v3-cow,every_round,writer-spark,2,load,ok,2.721325460006483,260000,
iceberg-v3-cow,every_round,writer-spark,2,compact,ok,1.8942780010111164,0,
iceberg-v3-cow,every_round,writer-spark,2,maintain,ok,1.0089789999765344,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,2,freshness,ok,0.12026024999795482,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,2,query,ok,0.04533179200370796,188903,
iceberg-v3-cow,every_round,writer-spark,3,load,ok,2.7549147100071423,340000,
iceberg-v3-cow,every_round,writer-spark,3,compact,ok,1.8280940840195399,0,
iceberg-v3-cow,every_round,writer-spark,3,maintain,ok,0.9337500420224387,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,3,freshness,ok,0.06760637499974109,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,3,query,ok,0.04445910450886004,192166,
iceberg-v3-cow,every_round,writer-spark,4,load,ok,2.6240422510018107,420000,
iceberg-v3-cow,every_round,writer-spark,4,compact,ok,2.0922725849959534,0,
iceberg-v3-cow,every_round,writer-spark,4,maintain,ok,0.906636500993045,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,4,freshness,ok,0.0811489170009736,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,4,query,ok,0.04360304200963583,194111,
iceberg-v3-cow,every_round,writer-spark,5,load,ok,2.846257709985366,500000,
iceberg-v3-cow,every_round,writer-spark,5,compact,ok,2.3403528759954497,0,
iceberg-v3-cow,every_round,writer-spark,5,maintain,ok,0.8944527089770418,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,5,freshness,ok,0.1073000839969609,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,5,query,ok,0.04335533350240439,195222,
iceberg-v3-cow,every_round,writer-spark,6,load,ok,3.2322108349762857,580000,
iceberg-v3-cow,every_round,writer-spark,6,compact,ok,2.6581990009872243,0,
iceberg-v3-cow,every_round,writer-spark,6,maintain,ok,0.8596725839888677,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,6,freshness,ok,0.10643916699336842,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,6,query,ok,0.045033124508336186,195971,
iceberg-v3-cow,every_round,writer-spark,7,load,ok,3.5696887520025484,660000,
iceberg-v3-cow,every_round,writer-spark,7,compact,ok,2.887547709979117,0,
iceberg-v3-cow,every_round,writer-spark,7,maintain,ok,0.9037512920040172,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,7,freshness,ok,0.09506187500664964,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,7,query,ok,0.04601085450849496,196567,
iceberg-v3-cow,every_round,writer-spark,8,load,ok,3.650257085013436,740000,
iceberg-v3-cow,every_round,writer-spark,8,compact,ok,3.08927166799549,0,
iceberg-v3-cow,every_round,writer-spark,8,maintain,ok,0.8052604169934057,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,8,freshness,ok,0.07193425000878051,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,8,query,ok,0.044538729489431717,197004,
iceberg-v3-cow,every_round,writer-spark,9,load,ok,3.7472699180070776,820000,
iceberg-v3-cow,every_round,writer-spark,9,compact,ok,3.4427935009880457,0,
iceberg-v3-cow,every_round,writer-spark,9,maintain,ok,0.8004918759979773,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,9,freshness,ok,0.10989054100355133,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,9,query,ok,0.04472356248879805,197268,
iceberg-v3-cow,every_round,writer-spark,10,load,ok,3.8401396269910038,900000,
iceberg-v3-cow,every_round,writer-spark,10,compact,ok,3.7909980439872015,0,
iceberg-v3-cow,every_round,writer-spark,10,maintain,ok,0.6765367919870187,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,10,freshness,ok,0.1136432499915827,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,10,query,ok,0.04522156249731779,197555,
iceberg-v3-cow,every_round,writer-spark,11,load,ok,3.996100918011507,980000,
iceberg-v3-cow,every_round,writer-spark,11,compact,ok,4.069715960009489,0,
iceberg-v3-cow,every_round,writer-spark,11,maintain,ok,0.7406142920081038,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,11,freshness,ok,0.08136041698162444,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,11,query,ok,0.04630066601384897,197805,
iceberg-v3-cow,every_round,writer-spark,12,load,ok,4.183376627013786,1060000,
iceberg-v3-cow,every_round,writer-spark,12,compact,ok,4.275417502009077,0,
iceberg-v3-cow,every_round,writer-spark,12,maintain,ok,0.6473281259823125,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,12,freshness,ok,0.0767832089914009,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,12,query,ok,0.04939729151374195,197942,
iceberg-v3-cow,every_round,writer-spark,13,load,ok,4.431087751989253,1140000,
iceberg-v3-cow,every_round,writer-spark,13,compact,ok,4.5549227930023335,0,
iceberg-v3-cow,every_round,writer-spark,13,maintain,ok,0.7034539169981144,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,13,freshness,ok,0.10674508300144225,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,13,query,ok,0.04608889599330723,198137,
iceberg-v3-cow,every_round,writer-spark,14,load,ok,4.455898835003609,1220000,
iceberg-v3-cow,every_round,writer-spark,14,compact,ok,4.89176346102613,0,
iceberg-v3-cow,every_round,writer-spark,14,maintain,ok,0.740960333001567,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,14,freshness,ok,0.11181791601120494,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,14,query,ok,0.046236708483775146,198284,
iceberg-v3-cow,every_round,writer-spark,15,load,ok,4.624679627013393,1300000,
iceberg-v3-cow,every_round,writer-spark,15,compact,ok,5.182979711011285,0,
iceberg-v3-cow,every_round,writer-spark,15,maintain,ok,0.8501557509880513,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,15,freshness,ok,0.10588191699935123,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,15,query,ok,0.044936791993677616,198336,
iceberg-v3-cow,every_round,writer-spark,16,load,ok,4.567683959990973,1380000,
iceberg-v3-cow,every_round,writer-spark,16,compact,ok,5.478140669991262,0,
iceberg-v3-cow,every_round,writer-spark,16,maintain,ok,0.7290725420170929,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,16,freshness,ok,0.1051068750093691,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,16,query,ok,0.04468218750844244,198432,
iceberg-v3-cow,every_round,writer-spark,17,load,ok,4.580939917999785,1460000,
iceberg-v3-cow,every_round,writer-spark,17,compact,ok,5.5134850020112935,0,
iceberg-v3-cow,every_round,writer-spark,17,maintain,ok,0.6974366669892333,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,17,freshness,ok,0.10476175000076182,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,17,query,ok,0.04773091651441064,198537,
iceberg-v3-cow,every_round,writer-spark,18,load,ok,4.895592169021256,1540000,
iceberg-v3-cow,every_round,writer-spark,18,compact,ok,5.829400877992157,0,
iceberg-v3-cow,every_round,writer-spark,18,maintain,ok,0.7109222089929972,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,18,freshness,ok,0.104612666007597,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,18,query,ok,0.04371022949635517,198537,
iceberg-v3-cow,every_round,writer-spark,19,load,ok,6.007908378000138,1620000,
iceberg-v3-cow,every_round,writer-spark,19,compact,ok,6.503274585993495,0,
iceberg-v3-cow,every_round,writer-spark,19,maintain,ok,0.8071640830021352,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,19,freshness,ok,0.12064158398425207,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,19,query,ok,0.04262445849599317,198696,
iceberg-v3-cow,every_round,writer-spark,20,load,ok,5.311285543983104,1700000,
iceberg-v3-cow,every_round,writer-spark,20,compact,ok,6.40318866999587,0,
iceberg-v3-cow,every_round,writer-spark,20,maintain,ok,0.6631565419957042,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,20,freshness,ok,0.0864376249955967,0,
iceberg-v3-cow,every_round,starrocks-4.1.1,20,query,ok,0.04627706301107537,198715,
iceberg-v3-cow,every_round,writer-spark,21,load,ok,5.626144710986409,1780000,
iceberg-v3-cow,every_round,writer-spark,21,compact,ok,7.627676837000763,0,
