candidate,compaction,query_engine,round,phase,status,duration_s,rows,error
iceberg-v3-mor,every_round,writer-spark,0,load,ok,5.453776586000458,100000,
iceberg-v3-mor,every_round,writer-spark,1,load,ok,4.163220501999604,180000,
iceberg-v3-mor,every_round,writer-spark,1,compact,ok,1.6479177909932332,0,
iceberg-v3-mor,every_round,writer-spark,1,maintain,ok,2.5062222099950304,0,
iceberg-v3-mor,every_round,spark,1,freshness,ok,0.22941745800198987,0,
iceberg-v3-mor,every_round,spark,1,query,ok,0.16324087500106543,180000,
iceberg-v3-mor,every_round,writer-spark,2,load,ok,2.5529055849910947,260000,
iceberg-v3-mor,every_round,writer-spark,2,compact,ok,1.6905504599999404,0,
iceberg-v3-mor,every_round,writer-spark,2,maintain,ok,1.0139128759910818,0,
iceberg-v3-mor,every_round,spark,2,freshness,ok,0.1726482920057606,0,
iceberg-v3-mor,every_round,spark,2,query,ok,0.13484441699984018,188903,
iceberg-v3-mor,every_round,writer-spark,3,load,ok,2.0763995009911014,340000,
iceberg-v3-mor,every_round,writer-spark,3,compact,ok,1.7863247089990182,0,
iceberg-v3-mor,every_round,writer-spark,3,maintain,ok,0.8210259170009522,0,
iceberg-v3-mor,every_round,spark,3,freshness,ok,0.13151266599015798,0,
iceberg-v3-mor,every_round,spark,3,query,ok,0.12977995799883502,192166,
iceberg-v3-mor,every_round,writer-spark,4,load,ok,1.9909568759903777,420000,
iceberg-v3-mor,every_round,writer-spark,4,compact,ok,2.0087532089964952,0,
iceberg-v3-mor,every_round,writer-spark,4,maintain,ok,0.8628895000001648,0,
iceberg-v3-mor,every_round,spark,4,freshness,ok,0.23348254199663643,0,
iceberg-v3-mor,every_round,spark,4,query,ok,0.1288133124980959,194111,
iceberg-v3-mor,every_round,writer-spark,5,load,ok,2.0416917100083083,500000,
iceberg-v3-mor,every_round,writer-spark,5,compact,ok,2.405200085006072,0,
iceberg-v3-mor,every_round,writer-spark,5,maintain,ok,0.8886142089904752,0,
iceberg-v3-mor,every_round,spark,5,freshness,ok,0.17040541699680034,0,
iceberg-v3-mor,every_round,spark,5,query,ok,0.12711287499405444,195222,
iceberg-v3-mor,every_round,writer-spark,6,load,ok,1.9826568760036025,580000,
iceberg-v3-mor,every_round,writer-spark,6,compact,ok,2.6021111250011018,0,
iceberg-v3-mor,every_round,writer-spark,6,maintain,ok,0.8195351670001401,0,
iceberg-v3-mor,every_round,spark,6,freshness,ok,0.17594729199481662,0,
iceberg-v3-mor,every_round,spark,6,query,ok,0.11584825000318233,195971,
iceberg-v3-mor,every_round,writer-spark,7,load,ok,2.1377160429983633,660000,
iceberg-v3-mor,every_round,writer-spark,7,compact,ok,2.986473835000652,0,
iceberg-v3-mor,every_round,writer-spark,7,maintain,ok,0.8345148340013111,0,
iceberg-v3-mor,every_round,spark,7,freshness,ok,0.17803495899715926,0,
iceberg-v3-mor,every_round,spark,7,query,ok,0.11516118799772812,196567,
iceberg-v3-mor,every_round,writer-spark,8,load,ok,1.9894699180003954,740000,
iceberg-v3-mor,every_round,writer-spark,8,compact,ok,3.195110126005602,0,
iceberg-v3-mor,every_round,writer-spark,8,maintain,ok,0.7004618339997251,0,
iceberg-v3-mor,every_round,spark,8,freshness,ok,0.16366250001010485,0,
iceberg-v3-mor,every_round,spark,8,query,ok,0.11688945899368264,197004,
iceberg-v3-mor,every_round,writer-spark,9,load,ok,1.8583049590088194,820000,
iceberg-v3-mor,every_round,writer-spark,9,compact,ok,3.3178373349946924,0,
iceberg-v3-mor,every_round,writer-spark,9,maintain,ok,0.762425709006493,0,
iceberg-v3-mor,every_round,spark,9,freshness,ok,0.12231191599857993,0,
iceberg-v3-mor,every_round,spark,9,query,ok,0.11607475000346312,197268,
iceberg-v3-mor,every_round,writer-spark,10,load,ok,2.0267150010040496,900000,
iceberg-v3-mor,every_round,writer-spark,10,compact,ok,3.745944084992516,0,
iceberg-v3-mor,every_round,writer-spark,10,maintain,ok,0.7917077089950908,0,
iceberg-v3-mor,every_round,spark,10,freshness,ok,0.16152833399246447,0,
iceberg-v3-mor,every_round,spark,10,query,ok,0.114503541495651,197555,
iceberg-v3-mor,every_round,writer-spark,11,load,ok,1.9266765829961514,980000,
iceberg-v3-mor,every_round,writer-spark,11,compact,ok,4.016493877003086,0,
iceberg-v3-mor,every_round,writer-spark,11,maintain,ok,0.7450204999913694,0,
iceberg-v3-mor,every_round,spark,11,freshness,ok,0.17620812599489,0,
