candidate,compaction,query_engine,round,phase,status,duration_s,rows,error
iceberg-v3-mor,every_round,writer-spark,0,load,ok,5.5214698769996176,100000,
iceberg-v3-mor,every_round,writer-spark,1,load,ok,3.483858419000171,180000,
iceberg-v3-mor,every_round,writer-spark,1,compact,ok,1.6954038760013646,0,
iceberg-v3-mor,every_round,writer-spark,1,maintain,ok,2.6443982090131612,0,
iceberg-v3-mor,every_round,spark,1,freshness,ok,0.24839749999227934,0,
iceberg-v3-mor,every_round,spark,1,query,ok,0.17423047949705506,180000,
iceberg-v3-mor,every_round,writer-spark,2,load,ok,2.2025924589979695,260000,
iceberg-v3-mor,every_round,writer-spark,2,compact,ok,1.8970312099991133,0,
iceberg-v3-mor,every_round,writer-spark,2,maintain,ok,1.0546828340011416,0,
iceberg-v3-mor,every_round,spark,2,freshness,ok,0.19547462501213886,0,
iceberg-v3-mor,every_round,spark,2,query,ok,0.14203568749508122,188903,
iceberg-v3-mor,every_round,writer-spark,3,load,ok,2.4917849179910263,340000,
iceberg-v3-mor,every_round,writer-spark,3,compact,ok,1.9322792509919964,0,
iceberg-v3-mor,every_round,writer-spark,3,maintain,ok,1.1044441670092056,0,
iceberg-v3-mor,every_round,spark,3,freshness,ok,0.1545919999916805,0,
iceberg-v3-mor,every_round,spark,3,query,ok,0.13083979149814695,192166,
iceberg-v3-mor,every_round,writer-spark,4,load,ok,2.4473701680108206,420000,
iceberg-v3-mor,every_round,writer-spark,4,compact,ok,2.1597127510030987,0,
iceberg-v3-mor,every_round,writer-spark,4,maintain,ok,0.9629419590055477,0,
iceberg-v3-mor,every_round,spark,4,freshness,ok,0.17696458401042037,0,
iceberg-v3-mor,every_round,spark,4,query,ok,0.12552733350457856,194111,
iceberg-v3-mor,every_round,writer-spark,5,load,ok,2.3075394589977805,500000,
iceberg-v3-mor,every_round,writer-spark,5,compact,ok,2.4954960430040956,0,
iceberg-v3-mor,every_round,writer-spark,5,maintain,ok,0.9846955410030205,0,
iceberg-v3-mor,every_round,spark,5,freshness,ok,0.1237283749942435,0,
iceberg-v3-mor,every_round,spark,5,query,ok,0.12101418749807635,195222,
iceberg-v3-mor,every_round,writer-spark,6,load,ok,2.243809584004339,580000,
iceberg-v3-mor,every_round,writer-spark,6,compact,ok,2.7344336259993725,0,
iceberg-v3-mor,every_round,writer-spark,6,maintain,ok,0.8786850839969702,0,
iceberg-v3-mor,every_round,spark,6,freshness,ok,0.14000258399755694,0,
iceberg-v3-mor,every_round,spark,6,query,ok,0.11832381249405444,195971,
iceberg-v3-mor,every_round,writer-spark,7,load,ok,2.0018687510018935,660000,
iceberg-v3-mor,every_round,writer-spark,7,compact,ok,2.95360375099699,0,
iceberg-v3-mor,every_round,writer-spark,7,maintain,ok,0.7843029170035152,0,
iceberg-v3-mor,every_round,spark,7,freshness,ok,0.17838499999197666,0,
iceberg-v3-mor,every_round,spark,7,query,ok,0.11615945850644493,196567,
iceberg-v3-mor,every_round,writer-spark,8,load,ok,2.233363916995586,740000,
