candidate,compaction,query_engine,round,phase,status,duration_s,rows,error
iceberg-v3-mor,every_round,writer-spark,0,load,ok,5.56628075199842,100000,
iceberg-v3-mor,every_round,writer-spark,1,load,ok,3.8062335860013263,180000,
iceberg-v3-mor,every_round,writer-spark,1,compact,ok,1.8185301259945845,0,
iceberg-v3-mor,every_round,writer-spark,1,maintain,ok,2.642331042996375,0,
iceberg-v3-mor,every_round,writer-spark,2,load,ok,2.1735667920002015,260000,
iceberg-v3-mor,every_round,writer-spark,2,compact,ok,1.7323777919955319,0,
iceberg-v3-mor,every_round,writer-spark,2,maintain,ok,1.1292185009951936,0,
iceberg-v3-mor,every_round,writer-spark,3,load,ok,1.8132647930033272,340000,
iceberg-v3-mor,every_round,writer-spark,3,compact,ok,1.8727947930019582,0,
iceberg-v3-mor,every_round,writer-spark,3,maintain,ok,0.9816683339886367,0,
iceberg-v3-mor,every_round,writer-spark,4,load,ok,1.7741781259974232,420000,
iceberg-v3-mor,every_round,writer-spark,4,compact,ok,2.1767365010018693,0,
iceberg-v3-mor,every_round,writer-spark,4,maintain,ok,0.868222709003021,0,
iceberg-v3-mor,every_round,writer-spark,5,load,ok,1.664045793004334,500000,
iceberg-v3-mor,every_round,writer-spark,5,compact,ok,2.5035817510070046,0,
iceberg-v3-mor,every_round,writer-spark,5,maintain,ok,0.796293000006699,0,
iceberg-v3-mor,every_round,writer-spark,6,load,ok,1.7206469169905176,580000,
iceberg-v3-mor,every_round,writer-spark,6,compact,ok,2.693629333996796,0,
iceberg-v3-mor,every_round,writer-spark,6,maintain,ok,0.7158202079881448,0,
iceberg-v3-mor,every_round,writer-spark,7,load,ok,1.8009883759950753,660000,
iceberg-v3-mor,every_round,writer-spark,7,compact,ok,3.057057084995904,0,
iceberg-v3-mor,every_round,writer-spark,7,maintain,ok,0.8070977919996949,0,
iceberg-v3-mor,every_round,writer-spark,8,load,ok,1.7638620009965962,740000,
iceberg-v3-mor,every_round,writer-spark,8,compact,ok,3.218537501990795,0,
iceberg-v3-mor,every_round,writer-spark,8,maintain,ok,0.7744747499964433,0,
iceberg-v3-mor,every_round,writer-spark,9,load,ok,1.7374127509974642,820000,
iceberg-v3-mor,every_round,writer-spark,9,compact,ok,3.5340840849967208,0,
iceberg-v3-mor,every_round,writer-spark,9,maintain,ok,0.7280937920004362,0,
iceberg-v3-mor,every_round,writer-spark,10,load,ok,1.7297453760111239,900000,
iceberg-v3-mor,every_round,writer-spark,10,compact,ok,3.8036618350015488,0,
iceberg-v3-mor,every_round,writer-spark,10,maintain,ok,0.719238833989948,0,
iceberg-v3-mor,every_round,writer-spark,11,load,ok,1.6366117510042386,980000,
iceberg-v3-mor,every_round,writer-spark,11,compact,ok,4.328846044008969,0,
iceberg-v3-mor,every_round,writer-spark,11,maintain,ok,0.7170336669951212,0,
iceberg-v3-mor,every_round,writer-spark,12,load,ok,1.5925121259933803,1060000,
iceberg-v3-mor,every_round,writer-spark,12,compact,ok,4.749184669009992,0,
iceberg-v3-mor,every_round,writer-spark,12,maintain,ok,0.7574959589983337,0,
iceberg-v3-mor,every_round,writer-spark,13,load,ok,1.6748610430076951,1140000,
iceberg-v3-mor,every_round,writer-spark,13,compact,ok,4.69849754399911,0,
iceberg-v3-mor,every_round,writer-spark,13,maintain,ok,0.7161555839993525,0,
iceberg-v3-mor,every_round,writer-spark,14,load,ok,1.6509826260007685,1220000,
iceberg-v3-mor,every_round,writer-spark,14,compact,ok,4.911925419000909,0,
iceberg-v3-mor,every_round,writer-spark,14,maintain,ok,0.7077986670046812,0,
iceberg-v3-mor,every_round,writer-spark,15,load,ok,1.6324965009989683,1300000,
