candidate,compaction,query_engine,round,phase,status,duration_s,rows,error
iceberg-v2-cow,none,writer-spark,0,load,ok,6.426922162837097,100000,
iceberg-v2-cow,none,writer-spark,1,load,ok,6.235264530664911,180000,
iceberg-v2-cow,none,starrocks-4.1.1,1,freshness,ok,0.1235161386624289,0,
iceberg-v2-cow,none,starrocks-4.1.1,1,query,ok,0.04440934016747633,180000,
iceberg-v2-cow,none,writer-spark,2,load,ok,3.300383438997718,260000,
iceberg-v2-cow,none,starrocks-4.1.1,2,freshness,ok,0.12533597232444058,0,
iceberg-v2-cow,none,starrocks-4.1.1,2,query,ok,0.043783361334741734,188903,
iceberg-v2-cow,none,writer-spark,3,load,ok,3.133768751333264,340000,
iceberg-v2-cow,none,starrocks-4.1.1,3,freshness,ok,0.09430901366188967,0,
iceberg-v2-cow,none,starrocks-4.1.1,3,query,ok,0.04558963216792714,192166,
iceberg-v2-cow,none,writer-spark,4,load,ok,3.141945758333653,420000,
iceberg-v2-cow,none,starrocks-4.1.1,4,freshness,ok,0.11194991632752742,0,
iceberg-v2-cow,none,starrocks-4.1.1,4,query,ok,0.045708430673888266,194111,
iceberg-v2-cow,none,writer-spark,5,load,ok,3.2431586268357933,500000,
iceberg-v2-cow,none,starrocks-4.1.1,5,freshness,ok,0.12260506966170699,0,
iceberg-v2-cow,none,starrocks-4.1.1,5,query,ok,0.04492503499932354,195222,
iceberg-v2-cow,none,writer-spark,6,load,ok,3.4510708556687555,580000,
iceberg-v2-cow,none,starrocks-4.1.1,6,freshness,ok,0.11799691666965373,0,
iceberg-v2-cow,none,starrocks-4.1.1,6,query,ok,0.04694534017229065,195971,
iceberg-v2-cow,none,writer-spark,7,load,ok,3.4839424528314944,660000,
iceberg-v2-cow,none,starrocks-4.1.1,7,freshness,ok,0.09800620833508826,0,
iceberg-v2-cow,none,starrocks-4.1.1,7,query,ok,0.046188507001109734,196567,
iceberg-v2-cow,none,writer-spark,8,load,ok,3.8001778213341217,740000,
iceberg-v2-cow,none,starrocks-4.1.1,8,freshness,ok,0.10515727800278303,0,
iceberg-v2-cow,none,starrocks-4.1.1,8,query,ok,0.04648391000228003,197004,
iceberg-v2-cow,none,writer-spark,9,load,ok,3.7684989251683874,820000,
iceberg-v2-cow,none,starrocks-4.1.1,9,freshness,ok,0.10678023633469517,0,
iceberg-v2-cow,none,starrocks-4.1.1,9,query,ok,0.04542134700507935,197268,
iceberg-v2-cow,none,writer-spark,10,load,ok,3.953104515667898,900000,
iceberg-v2-cow,none,starrocks-4.1.1,10,freshness,ok,0.09541284733374293,0,
iceberg-v2-cow,none,starrocks-4.1.1,10,query,ok,0.04504116666794289,197555,
iceberg-v2-cow,none,writer-spark,11,load,ok,4.063157300669748,980000,
iceberg-v2-cow,none,starrocks-4.1.1,11,freshness,ok,0.10872995833536454,0,
iceberg-v2-cow,none,starrocks-4.1.1,11,query,ok,0.04560100016048333,197805,
iceberg-v2-cow,none,writer-spark,12,load,ok,4.2925877865018265,1060000,
iceberg-v2-cow,none,starrocks-4.1.1,12,freshness,ok,0.12077733332989737,0,
iceberg-v2-cow,none,starrocks-4.1.1,12,query,ok,0.047004208502282076,197942,
iceberg-v2-cow,none,writer-spark,13,load,ok,4.393086911496842,1140000,
iceberg-v2-cow,none,starrocks-4.1.1,13,freshness,ok,0.10236647200266209,0,
iceberg-v2-cow,none,starrocks-4.1.1,13,query,ok,0.04640541683329502,198137,
iceberg-v2-cow,none,writer-spark,14,load,ok,4.479564092169312,1220000,
iceberg-v2-cow,none,starrocks-4.1.1,14,freshness,ok,0.11410754199702448,0,
iceberg-v2-cow,none,starrocks-4.1.1,14,query,ok,0.047143083499880355,198284,
iceberg-v2-cow,none,writer-spark,15,load,ok,4.682138911669123,1300000,
iceberg-v2-cow,none,starrocks-4.1.1,15,freshness,ok,0.1069306110002799,0,
iceberg-v2-cow,none,starrocks-4.1.1,15,query,ok,0.04696353483450366,198336,
iceberg-v2-cow,none,writer-spark,16,load,ok,4.804656668495833,1380000,
iceberg-v2-cow,none,starrocks-4.1.1,16,freshness,ok,0.08367237500109088,0,
iceberg-v2-cow,none,starrocks-4.1.1,16,query,ok,0.047089694169699214,198432,
iceberg-v2-cow,none,writer-spark,17,load,ok,5.00448022466541,1460000,
iceberg-v2-cow,none,starrocks-4.1.1,17,freshness,ok,0.11110461066709831,0,
iceberg-v2-cow,none,starrocks-4.1.1,17,query,ok,0.046858916832813215,198537,
iceberg-v2-cow,none,writer-spark,18,load,ok,5.114205946834166,1540000,
iceberg-v2-cow,none,starrocks-4.1.1,18,freshness,ok,0.10954515266348608,0,
iceberg-v2-cow,none,starrocks-4.1.1,18,query,ok,0.04856979849622197,198537,
iceberg-v2-cow,none,writer-spark,19,load,ok,5.296510002503055,1620000,
iceberg-v2-cow,none,starrocks-4.1.1,19,freshness,ok,0.10493011133318457,0,
iceberg-v2-cow,none,starrocks-4.1.1,19,query,ok,0.045713645997845255,198696,
iceberg-v2-cow,none,writer-spark,20,load,ok,5.5275317043354635,1700000,
iceberg-v2-cow,none,starrocks-4.1.1,20,freshness,ok,0.1098796113365097,0,
iceberg-v2-cow,none,starrocks-4.1.1,20,query,ok,0.04816223599967392,198715,
iceberg-v2-cow,none,writer-spark,21,load,ok,5.558845342835411,1780000,
iceberg-v2-cow,none,starrocks-4.1.1,21,freshness,ok,0.10863140299625229,0,
iceberg-v2-cow,none,starrocks-4.1.1,21,query,ok,0.046097923499473836,198787,
iceberg-v2-cow,none,writer-spark,22,load,ok,5.731457724664021,1860000,
iceberg-v2-cow,none,starrocks-4.1.1,22,freshness,ok,0.11732120833282049,0,
iceberg-v2-cow,none,starrocks-4.1.1,22,query,ok,0.046187062662890334,198894,
iceberg-v2-cow,none,writer-spark,23,load,ok,5.869311322000915,1940000,
iceberg-v2-cow,none,starrocks-4.1.1,23,freshness,ok,0.11769011099628794,0,
iceberg-v2-cow,none,starrocks-4.1.1,23,query,ok,0.046712388835051875,198898,
iceberg-v2-cow,none,writer-spark,24,load,ok,5.879316766671157,2020000,
iceberg-v2-cow,none,starrocks-4.1.1,24,freshness,ok,0.11844001433443434,0,
iceberg-v2-cow,none,starrocks-4.1.1,24,query,ok,0.04878084699885221,198949,
iceberg-v2-cow,none,writer-spark,25,load,ok,5.592718696669181,2100000,
iceberg-v2-cow,none,starrocks-4.1.1,25,freshness,ok,0.12910091633481593,0,
iceberg-v2-cow,none,starrocks-4.1.1,25,query,ok,0.04761970866335711,198988,
iceberg-v2-cow,none,writer-spark,26,load,ok,6.015013238998411,2180000,
iceberg-v2-cow,none,starrocks-4.1.1,26,freshness,ok,0.12953455533715896,0,
iceberg-v2-cow,none,starrocks-4.1.1,26,query,ok,0.050140541832661256,199046,
iceberg-v2-cow,none,writer-spark,27,load,ok,5.936603954164942,2260000,
iceberg-v2-cow,none,starrocks-4.1.1,27,freshness,ok,0.13189104166910207,0,
iceberg-v2-cow,none,starrocks-4.1.1,27,query,ok,0.050124888664868195,199074,
iceberg-v2-cow,none,writer-spark,28,load,ok,6.30536540566997,2340000,
